Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Gender,Clicked on Ad,Hour,Day,Month,Year,Interaction
60.53,48.0,62784.85,187.76,1,Yes,23,30,3,2016,11365.112799999999
74.54,34.0,59785.94,151.95,0,Yes,4,27,4,2016,11326.353000000001
47.64,60.0,45632.51,113.8,0,Yes,20,4,4,2016,5421.432
60.23,33.0,47929.83,148.61,1,No,6,24,3,2016,8950.7803
89.34,29.0,67132.46,219.94,0,No,0,9,3,2016,19649.4396
34.86,36.0,50628.31,109.07,1,Yes,16,3,1,2016,3802.1802
47.64,52.0,45632.51,124.54,0,Yes,8,4,4,2016,5933.0856
37.45,31.0,51501.38,207.17,1,No,2,16,6,2016,7758.5165
56.39,54.0,64021.55,254.65,0,Yes,20,31,3,2016,14359.7135
35.61,37.0,52563.22,108.1,0,Yes,1,21,5,2016,3849.441
56.3,31.0,47968.32,207.17,0,Yes,5,15,7,2016,11663.670999999998
55.6,32.0,55424.24,178.92,1,Yes,21,9,6,2016,9947.952
40.04,34.0,40183.75,203.84,1,No,0,11,3,2016,8161.7536
40.17,26.0,60575.99,241.03,1,No,4,27,4,2016,9682.1751
80.3,60.0,58966.22,186.37,1,Yes,16,5,1,2016,14965.511
65.77,34.0,40183.75,160.03,1,No,8,27,2,2016,10525.1731
59.88,31.0,59886.58,131.29,1,No,1,30,3,2016,7861.6452
51.87,19.0,69646.35,225.58,0,No,22,19,6,2016,11700.8346
82.07,44.0,57868.44,187.76,0,Yes,7,4,4,2016,15409.463199999998
44.4,30.0,50671.6,138.71,1,No,13,18,3,2016,6158.724
82.07,22.0,51257.26,136.21,0,Yes,21,12,5,2016,11178.7547
35.61,39.0,23936.86,126.95,0,No,22,8,5,2016,4520.6895
56.39,46.0,33951.63,231.95,1,Yes,13,20,7,2016,13079.6605
46.14,33.0,43974.49,196.77,1,Yes,16,30,3,2016,9078.9678
88.12,38.0,57868.44,230.93,0,Yes,2,22,4,2016,20349.551600000003
40.04,23.0,25739.09,172.81,0,No,4,27,4,2016,6919.3124
60.23,43.0,53922.43,163.48,1,Yes,21,3,4,2016,9846.400399999999
71.03,28.0,59448.44,230.52,0,No,17,23,1,2016,16373.8356
56.3,27.0,55901.12,193.29,0,No,4,3,7,2016,10882.226999999999
72.07,36.0,32549.95,109.98,1,No,3,8,7,2016,7926.258599999999
36.08,45.0,74903.41,137.24,1,Yes,17,10,7,2016,4951.6192
34.3,34.0,59785.94,204.22,1,Yes,4,27,4,2016,7004.745999999999
42.6,31.0,39799.73,207.17,0,No,14,21,6,2016,8825.442
81.58,55.0,64564.07,163.48,1,Yes,9,8,1,2016,13336.6984
71.28,32.0,53188.69,178.92,1,Yes,21,9,6,2016,12753.417599999999
36.56,29.0,69646.35,231.95,1,Yes,5,9,2,2016,8480.092
40.04,34.0,20592.99,160.03,0,No,8,27,2,2016,6407.6012
81.58,26.0,56694.12,259.76,0,No,13,15,5,2016,21191.2208
51.87,37.0,59448.44,181.25,0,No,20,4,4,2016,9401.4375
40.04,38.0,70582.55,188.56,1,Yes,14,19,5,2016,7549.9424
55.6,39.0,71727.51,171.72,0,No,9,3,7,2016,9547.632
39.96,45.0,59610.81,124.67,0,Yes,1,15,5,2016,4981.8132000000005
55.6,35.0,66187.58,236.87,0,Yes,13,11,7,2016,13169.972
68.01,33.0,49101.67,191.82,1,No,6,24,3,2016,13045.6782
73.89,31.0,57739.03,207.17,1,No,16,5,1,2016,15307.791299999999
36.98,24.0,50055.33,137.63,1,Yes,16,14,2,2016,5089.5574
43.49,39.0,74623.27,109.29,1,No,2,26,1,2016,4753.0221
61.22,36.0,51739.63,141.89,1,No,20,2,7,2016,8686.505799999999
47.74,40.0,66873.9,167.22,1,No,15,18,4,2016,7983.0828
79.91,36.0,66269.49,232.78,1,No,13,18,3,2016,18601.4498
67.56,28.0,56180.93,221.94,0,No,20,28,6,2016,14994.2664
70.39,27.0,36884.23,168.92,1,No,3,8,7,2016,11890.2788
45.08,26.0,51463.17,259.76,0,No,13,15,5,2016,11709.9808
33.33,26.0,74903.41,131.68,0,No,13,26,5,2016,4388.8944
78.36,22.0,31215.88,122.31,0,No,21,17,4,2016,9584.2116
55.6,24.0,52252.91,178.92,1,No,3,9,1,2016,9947.952
51.56,27.0,36884.23,115.26,1,No,21,23,3,2016,5942.805600000001
44.33,36.0,76003.47,140.46,0,Yes,7,3,2,2016,6226.5918
89.05,50.0,57868.44,123.13,0,Yes,20,30,5,2016,10964.726499999999
46.61,55.0,36752.24,187.76,0,Yes,22,15,1,2016,8751.4936
73.38,52.0,43974.49,229.12,0,Yes,8,4,4,2016,16812.8256
80.47,38.0,64564.07,122.04,1,Yes,18,23,1,2016,9820.5588
73.72,32.0,55424.24,182.2,0,Yes,20,30,5,2016,13431.784
55.6,37.0,23936.86,109.29,1,No,3,8,7,2016,6076.524
83.71,45.0,59886.58,234.26,1,Yes,12,5,3,2016,19609.904599999998
40.17,26.0,68030.18,228.78,1,No,6,11,3,2016,9190.0926
36.08,45.0,59610.81,138.71,1,Yes,8,16,1,2016,5004.6568
80.3,60.0,39031.89,122.02,0,Yes,20,4,4,2016,9798.206
80.3,52.0,27241.11,117.75,1,Yes,8,19,7,2016,9455.324999999999
49.21,27.0,54286.1,222.11,0,No,4,3,7,2016,10930.0331
41.73,31.0,59886.58,183.85,1,Yes,12,5,3,2016,7672.0605
44.15,23.0,56725.47,217.37,1,Yes,14,12,4,2016,9596.8855
68.01,33.0,39616.0,191.82,1,No,6,24,3,2016,13045.6782
73.72,35.0,73889.99,202.61,1,No,15,5,7,2016,14936.4092
82.07,21.0,46868.53,121.07,1,No,4,3,7,2016,9936.214899999999
48.03,40.0,57260.41,120.06,0,Yes,15,15,4,2016,5766.4818000000005
54.39,34.0,40183.75,168.34,1,No,0,11,3,2016,9156.0126
82.07,22.0,31215.88,121.07,0,No,20,19,2,2016,9936.214899999999
65.59,39.0,65953.76,159.46,1,Yes,23,6,2,2016,10458.9814
72.23,40.0,66873.9,229.22,1,No,10,8,3,2016,16556.5606
75.24,41.0,57846.68,167.86,1,Yes,23,31,5,2016,12629.7864
35.61,37.0,51691.55,181.02,0,Yes,23,29,2,2016,6446.122200000001
44.46,33.0,43974.49,125.27,0,No,16,25,2,2016,5569.5042
40.04,34.0,59785.94,160.03,0,No,0,11,3,2016,6407.6012
86.06,32.0,55424.24,178.92,1,Yes,3,9,1,2016,15397.8552
51.24,36.0,32549.95,141.52,1,Yes,9,30,1,2016,7251.484800000001
83.71,42.0,57868.44,129.8,0,Yes,14,19,5,2016,10865.558
74.41,32.0,70505.06,172.83,0,No,22,28,4,2016,12860.2803
78.79,36.0,73882.91,222.25,1,No,8,20,6,2016,17511.077500000003
77.14,33.0,61005.87,204.02,1,No,4,2,3,2016,15738.1028
49.96,34.0,59785.94,183.82,1,Yes,8,27,2,2016,9183.6472
66.69,40.0,56113.37,182.2,0,No,1,18,7,2016,12150.918
47.64,29.0,61230.03,167.22,0,Yes,15,15,4,2016,7966.3608
74.54,50.0,43974.49,123.13,0,Yes,9,21,4,2016,9178.110200000001
89.05,44.0,57846.68,227.63,0,Yes,14,14,3,2016,20270.4515
41.73,23.0,58151.87,217.37,1,No,14,8,2,2016,9070.8501
60.53,38.0,71455.62,125.27,0,No,20,17,6,2016,7582.5931
89.05,23.0,25739.09,146.8,0,Yes,14,19,5,2016,13072.54
56.39,29.0,69718.19,115.6,0,Yes,15,15,4,2016,6518.684
84.98,32.0,31265.75,178.92,1,No,3,9,1,2016,15204.6216
79.15,26.0,31265.75,207.96,1,No,13,18,3,2016,16460.034000000003
70.39,36.0,18368.57,115.26,1,No,4,27,4,2016,8113.151400000001
44.11,41.0,55121.65,204.79,0,No,11,9,7,2016,9033.2869
41.73,25.0,25686.34,241.03,1,No,15,7,4,2016,10058.1819
54.88,22.0,31215.88,121.07,0,No,4,3,7,2016,6644.3216
54.08,36.0,59240.24,222.25,0,No,19,26,2,2016,12019.279999999999
65.77,41.0,48335.2,137.24,0,Yes,20,25,5,2016,9026.2748
86.06,35.0,73889.99,226.54,1,No,13,18,3,2016,19496.0324
55.6,35.0,73884.48,236.87,0,No,4,12,5,2016,13169.972
83.71,42.0,43241.19,158.35,0,Yes,11,6,4,2016,13255.4785
84.73,43.0,60575.99,136.4,0,Yes,21,17,4,2016,11557.172
86.06,35.0,42696.67,202.61,1,No,13,18,3,2016,17436.6166
86.06,32.0,55424.24,178.92,1,No,13,18,3,2016,15397.8552
64.75,36.0,61610.05,140.46,0,Yes,20,17,2,2016,9094.785
44.72,38.0,62792.43,122.04,1,No,20,17,6,2016,5457.6288
55.6,37.0,23936.86,214.42,0,Yes,6,31,1,2016,11921.752
63.04,49.0,45632.51,168.34,0,Yes,16,5,2,2016,10612.1536
60.72,28.0,47258.59,217.37,0,No,11,5,1,2016,13198.7064
44.78,38.0,57868.44,220.48,0,Yes,19,15,1,2016,9873.0944
87.35,26.0,53336.76,131.68,0,No,13,15,5,2016,11502.248
81.75,33.0,63430.33,215.18,1,No,4,3,7,2016,17590.965
80.67,26.0,51463.17,259.76,0,No,13,15,5,2016,20954.8392
82.07,38.0,50711.68,224.23,1,Yes,20,5,1,2016,18402.556099999998
35.66,36.0,29398.61,140.46,0,Yes,22,8,5,2016,5008.8036
43.49,28.0,58996.12,212.87,1,No,3,8,7,2016,9257.7163
44.78,48.0,65956.71,159.77,0,Yes,14,8,4,2016,7154.5006
51.3,45.0,59610.81,137.24,1,Yes,17,10,7,2016,7040.412
78.79,35.0,73889.99,235.29,1,No,13,18,3,2016,18538.4991
65.77,34.0,34191.23,168.34,1,Yes,8,27,2,2016,11071.7218
49.21,30.0,26130.93,113.69,1,Yes,16,11,2,2016,5594.6849
74.54,42.0,43241.19,238.58,0,Yes,14,19,5,2016,17783.753200000003
41.53,31.0,27262.51,217.37,0,Yes,6,31,1,2016,9027.376100000001
41.73,31.0,56180.93,240.64,1,No,7,10,5,2016,10041.907199999998
81.75,19.0,39031.89,195.69,1,No,5,15,6,2016,15997.6575
80.3,33.0,36752.24,163.48,0,Yes,21,12,5,2016,13127.444
51.24,36.0,76003.47,140.46,0,Yes,20,17,2,2016,7197.170400000001
79.44,52.0,54952.42,171.07,1,Yes,10,12,1,2016,13589.800799999999
88.04,38.0,50723.67,145.96,0,No,20,5,1,2016,12850.318400000002
74.07,39.0,65953.76,111.59,1,Yes,22,8,5,2016,8265.4713
54.39,34.0,34191.23,160.03,1,No,0,11,3,2016,8704.0317
72.53,30.0,42696.67,244.91,1,No,20,5,1,2016,17763.3223
42.04,49.0,45632.51,113.8,0,Yes,20,4,4,2016,4784.152
86.06,32.0,55424.24,178.92,1,No,2,18,1,2016,15397.8552
65.59,39.0,48335.2,258.62,0,Yes,22,8,5,2016,16962.8858
59.05,50.0,43974.49,123.13,0,Yes,8,20,3,2016,7270.826499999999
71.33,39.0,64698.58,140.46,0,No,7,7,2,2016,10019.0118
37.45,31.0,61840.26,212.87,1,No,11,9,7,2016,7971.981500000001
66.08,33.0,58966.22,110.66,1,No,6,24,3,2016,7312.412799999999
54.88,33.0,41547.62,113.12,1,No,4,3,7,2016,6208.025600000001
49.21,30.0,58677.69,140.15,0,Yes,20,17,2,2016,6896.7815
86.06,35.0,73889.99,226.54,1,No,2,26,1,2016,19496.0324
37.45,31.0,59886.58,212.87,1,No,9,16,2,2016,7971.981500000001
35.61,32.0,55424.24,172.83,0,Yes,1,7,3,2016,6154.4763
71.84,39.0,56180.93,212.87,1,No,15,7,4,2016,15292.580800000002
89.05,50.0,57868.44,123.13,0,Yes,14,19,5,2016,10964.726499999999
65.07,34.0,59785.94,160.03,0,No,0,11,3,2016,10413.1521
43.49,37.0,67132.46,217.37,0,No,20,12,5,2016,9453.4213
51.56,27.0,36884.23,131.29,1,No,3,8,7,2016,6769.3124
80.3,49.0,45632.51,139.32,0,Yes,20,4,4,2016,11187.395999999999
54.88,43.0,53922.43,176.98,0,Yes,21,17,4,2016,9712.6624
46.14,34.0,43974.49,187.09,1,Yes,20,5,3,2016,8632.3326
66.08,46.0,54286.1,191.82,0,No,23,28,2,2016,12675.4656
82.07,43.0,73538.09,121.28,1,Yes,23,30,3,2016,9953.4496
83.4,34.0,40183.75,203.84,1,No,0,11,3,2016,17000.256
53.92,39.0,61840.26,207.17,1,No,11,9,7,2016,11170.6064
50.18,41.0,57846.68,126.39,1,No,23,3,1,2016,6342.2502
42.04,37.0,23936.86,216.49,0,Yes,1,21,5,2016,9101.2396
65.56,52.0,36752.24,229.12,0,Yes,21,12,5,2016,15021.1072
40.04,28.0,55121.65,207.17,1,No,22,13,6,2016,8295.0868
80.51,38.0,51920.49,122.04,0,No,7,17,2,2016,9825.440400000001
40.47,46.0,64021.55,253.48,1,No,0,9,3,2016,10258.335599999999
72.53,33.0,39616.0,120.75,0,No,5,31,1,2016,8757.9975
74.54,44.0,57260.41,250.2,0,No,22,26,2,2016,18649.908
79.97,26.0,56694.12,131.68,0,Yes,14,17,7,2016,10530.4496
42.6,31.0,59677.64,207.17,1,No,17,16,1,2016,8825.442
49.21,52.0,41097.17,229.12,0,Yes,23,7,1,2016,11274.995200000001
88.04,41.0,57846.68,120.63,0,No,20,5,1,2016,10620.2652
61.22,25.0,50506.44,176.28,1,No,2,28,4,2016,10791.8616
34.78,36.0,76003.47,131.55,1,Yes,16,3,1,2016,4575.309
42.04,37.0,23936.86,181.02,0,Yes,19,10,2,2016,7610.080800000001
54.88,50.0,52736.33,123.13,0,Yes,7,4,4,2016,6757.3744
43.49,37.0,58235.21,109.29,1,Yes,7,17,2,2016,4753.0221
71.84,39.0,48335.2,124.44,0,Yes,16,3,1,2016,8939.7696
55.6,39.0,53336.76,124.44,0,No,21,2,6,2016,6918.8640000000005
59.59,21.0,77988.71,235.35,0,No,23,7,1,2016,14024.506500000001
89.05,41.0,59243.46,126.39,1,Yes,23,31,5,2016,11255.0295
79.52,25.0,50506.44,254.57,0,No,0,10,6,2016,20243.4064
49.21,27.0,14548.06,253.17,0,No,19,29,2,2016,12458.4957
60.23,44.0,44174.25,163.48,0,Yes,21,17,4,2016,9846.400399999999
86.06,32.0,53188.69,178.92,1,Yes,3,9,1,2016,15397.8552
56.34,40.0,37345.34,122.59,1,No,10,8,5,2016,6906.720600000001
40.04,34.0,59785.94,168.34,0,Yes,0,11,3,2016,6740.3336
38.37,32.0,60283.98,219.94,0,Yes,1,7,3,2016,8439.0978
40.04,23.0,46422.76,211.38,1,No,14,19,5,2016,8463.6552
84.73,40.0,53441.69,140.15,0,Yes,5,3,1,2016,11874.909500000002
65.65,30.0,58677.69,140.67,0,No,7,24,4,2016,9234.9855
72.23,29.0,53431.35,217.1,1,Yes,17,15,3,2016,15681.133
59.22,28.0,70324.8,244.91,0,No,23,29,2,2016,14503.5702
82.07,43.0,52563.22,121.28,0,Yes,22,15,1,2016,9953.4496
76.2,34.0,40183.75,168.34,1,No,0,11,3,2016,12827.508000000002
54.43,39.0,23936.86,128.62,0,Yes,22,8,5,2016,7000.7866
69.62,34.0,59785.94,160.03,1,Yes,8,27,2,2016,11141.288600000002
44.72,33.0,46868.53,191.82,1,No,4,4,1,2016,8578.1904
62.42,27.0,39193.45,131.29,1,No,3,8,7,2016,8195.121799999999
40.04,28.0,46033.73,172.81,1,No,10,21,7,2016,6919.3124
59.59,21.0,31215.88,136.21,0,No,8,23,5,2016,8116.753900000001
49.21,27.0,66815.54,131.29,1,No,20,17,6,2016,6460.7809
41.73,42.0,43241.19,243.61,1,Yes,7,28,1,2016,10165.845299999999
55.6,54.0,51739.63,182.2,0,Yes,20,31,3,2016,10130.32
46.61,45.0,61526.25,174.88,0,Yes,22,14,2,2016,8151.1568
40.01,25.0,25686.34,241.03,1,No,17,8,7,2016,9643.6103
55.6,39.0,65953.76,109.29,1,No,3,8,7,2016,6076.524
54.47,35.0,54429.17,236.87,0,No,6,11,6,2016,12902.3089
68.11,26.0,66291.67,131.68,1,Yes,15,1,1,2016,8968.7248
89.71,29.0,53431.35,190.17,0,Yes,19,17,4,2016,17060.1507
65.77,23.0,25739.09,172.81,1,Yes,3,9,3,2016,11365.7137
71.84,24.0,52252.91,182.2,0,Yes,16,30,3,2016,13089.248
55.6,29.0,69646.35,208.05,0,No,16,3,5,2016,11567.580000000002
70.29,31.0,59677.64,207.17,1,No,14,21,6,2016,14561.9793
76.58,43.0,73538.09,198.45,1,Yes,21,3,4,2016,15197.301
44.72,33.0,41547.62,215.18,1,No,4,2,3,2016,9622.8496
60.83,31.0,57195.96,110.93,1,No,9,20,6,2016,6747.8719
82.07,43.0,67058.72,121.28,0,No,13,21,6,2016,9953.4496
72.01,32.0,55424.24,172.83,0,No,22,28,4,2016,12445.4883
60.53,38.0,50723.67,122.04,0,No,14,19,5,2016,7387.0812000000005
61.22,25.0,39699.13,216.49,1,No,0,10,6,2016,13253.5178
86.06,35.0,66541.05,226.54,1,Yes,13,18,3,2016,19496.0324
51.24,30.0,57877.15,219.94,0,No,10,29,6,2016,11269.7256
70.03,31.0,56180.93,207.17,0,No,14,21,6,2016,14508.115099999999
80.3,37.0,53058.91,139.32,0,No,20,7,4,2016,11187.395999999999
47.64,38.0,60283.98,168.34,0,Yes,0,11,3,2016,8019.7176
74.54,42.0,59243.46,143.13,1,Yes,9,1,4,2016,10668.9102
59.59,22.0,38260.89,208.24,0,No,7,29,1,2016,12409.021600000002
40.17,45.0,59886.58,174.88,0,Yes,12,5,3,2016,7024.9296
61.84,26.0,56694.12,190.17,0,Yes,18,5,7,2016,11760.112799999999
43.49,27.0,53309.61,151.94,1,No,21,23,3,2016,6607.8706
55.6,35.0,25603.93,236.87,0,Yes,2,29,6,2016,13169.972
81.75,51.0,74535.94,188.56,1,Yes,16,11,2,2016,15414.78
40.47,36.0,36913.51,236.87,0,Yes,1,21,5,2016,9586.1289
53.92,39.0,37334.78,215.25,1,No,21,1,5,2016,11606.28
51.24,36.0,59240.24,140.46,0,No,19,26,2,2016,7197.170400000001
55.6,39.0,23936.86,212.87,0,No,21,2,6,2016,11835.572
63.45,39.0,34942.26,165.52,1,No,22,8,4,2016,10502.244
57.24,33.0,34191.23,203.84,1,No,0,11,3,2016,11667.8016
33.33,45.0,74903.41,174.88,1,Yes,9,20,6,2016,5828.7504
35.33,29.0,53431.35,217.1,1,Yes,0,14,1,2016,7670.142999999999
49.21,40.0,57330.43,140.46,0,Yes,14,14,2,2016,6912.0366
89.05,49.0,57868.44,187.76,1,Yes,23,31,5,2016,16720.028
36.56,29.0,69646.35,112.72,0,No,16,3,5,2016,4121.0432
81.75,19.0,69646.35,131.29,1,No,21,12,6,2016,10732.957499999999
70.09,22.0,56683.32,141.96,1,No,22,13,6,2016,9949.976400000001
66.18,31.0,75044.35,207.17,0,No,22,26,2,2016,13710.510600000001
56.16,27.0,58966.22,131.29,0,Yes,4,3,7,2016,7373.246399999999
59.05,50.0,43974.49,123.13,1,Yes,8,20,3,2016,7270.826499999999
72.23,40.0,55002.05,139.02,0,No,9,20,7,2016,10041.414600000002
56.39,46.0,58966.22,231.95,1,No,20,17,6,2016,13079.6605
42.04,29.0,42760.22,120.06,0,Yes,20,19,2,2016,5047.3224
51.24,36.0,59240.24,204.56,1,No,8,20,6,2016,10481.654400000001
63.36,48.0,32635.7,121.28,1,Yes,23,30,3,2016,7684.3008
56.39,46.0,40468.53,193.29,0,Yes,15,15,4,2016,10899.623099999999
67.85,52.0,33951.63,229.12,1,Yes,10,12,1,2016,15545.792
61.22,26.0,56694.12,190.17,0,No,13,15,5,2016,11642.2074
66.08,21.0,57014.84,157.04,0,No,11,16,1,2016,10377.2032
81.75,35.0,42993.48,132.63,1,No,20,2,7,2016,10842.5025
67.69,45.0,59886.58,184.23,0,Yes,21,17,4,2016,12470.528699999999
66.18,28.0,55993.68,120.49,1,No,22,8,4,2016,7974.028200000001
87.35,39.0,39840.55,204.79,0,No,6,17,4,2016,17888.406499999997
81.98,22.0,50335.46,139.02,1,No,3,8,7,2016,11396.859600000002
43.49,37.0,23936.86,217.37,0,No,23,6,4,2016,9453.4213
56.39,29.0,69646.35,153.76,0,Yes,2,11,1,2016,8670.526399999999
62.06,40.0,27086.4,221.98,1,Yes,16,20,4,2016,13776.0788
72.07,36.0,50671.6,234.26,1,No,15,7,4,2016,16883.118199999997
55.6,35.0,25603.93,236.87,0,No,7,22,2,2016,13169.972
56.16,33.0,43974.49,196.77,0,Yes,22,14,7,2016,11050.6032
55.6,39.0,48335.2,258.62,0,Yes,22,8,5,2016,14379.272
84.73,30.0,33293.78,174.88,0,Yes,10,21,7,2016,14817.582400000001
37.87,44.0,57846.68,164.25,0,No,23,30,3,2016,6220.147499999999
56.39,29.0,72203.96,198.5,1,No,10,14,2,2016,11193.415
75.15,33.0,46868.53,113.12,1,No,4,2,3,2016,8500.968
55.6,24.0,52252.91,182.2,0,No,6,11,6,2016,10130.32
82.07,48.0,34418.09,123.13,0,Yes,22,15,1,2016,10105.279099999998
42.04,37.0,68448.94,142.04,0,Yes,16,5,2,2016,5971.361599999999
40.04,22.0,63363.04,133.2,1,No,21,12,6,2016,5333.3279999999995
37.0,26.0,63430.33,207.96,0,No,10,29,6,2016,7694.52
49.21,40.0,54324.73,120.37,0,No,13,18,3,2016,5923.407700000001
80.3,49.0,45632.51,195.69,0,Yes,20,4,4,2016,15713.907
62.26,28.0,57846.68,120.63,0,Yes,12,16,2,2016,7510.4238
84.73,53.0,50671.6,174.88,1,Yes,17,9,6,2016,14817.582400000001
81.58,25.0,50671.6,241.03,1,No,6,11,3,2016,19663.2274
86.06,35.0,51119.93,190.75,1,Yes,13,18,3,2016,16415.945
80.31,28.0,57739.03,229.88,1,No,12,28,5,2016,18461.662800000002
55.6,30.0,57877.15,172.83,0,No,10,29,6,2016,9609.348000000002
71.84,31.0,56180.93,204.79,0,No,8,31,3,2016,14712.1136
55.6,35.0,61067.58,221.18,1,Yes,2,26,1,2016,12297.608
65.77,23.0,56457.01,211.38,1,Yes,3,9,3,2016,13902.462599999999
63.45,25.0,50671.6,234.26,1,No,15,7,4,2016,14863.797
56.16,30.0,33293.78,140.46,0,Yes,20,17,2,2016,7888.2336
80.03,42.0,57868.44,238.58,0,Yes,11,6,4,2016,19093.5574
88.04,38.0,57868.44,170.13,0,Yes,19,15,1,2016,14978.245200000001
89.05,43.0,32635.7,198.45,1,Yes,23,6,7,2016,17671.9725
35.66,36.0,59886.58,109.07,1,No,23,5,3,2016,3889.436199999999
89.05,43.0,60575.99,163.48,1,Yes,9,8,1,2016,14557.893999999998
82.07,22.0,31215.88,139.02,0,No,8,23,5,2016,11409.3714
53.92,35.0,73889.99,226.54,1,No,20,2,7,2016,12215.0368
54.88,33.0,40468.53,120.06,0,Yes,0,25,6,2016,6588.8928000000005
37.45,28.0,59677.64,221.94,1,No,14,20,6,2016,8311.653
41.73,28.0,67669.06,217.37,0,No,1,26,2,2016,9070.8501
40.01,25.0,50506.44,228.78,0,No,17,8,7,2016,9153.487799999999
89.05,38.0,57868.44,230.93,0,Yes,19,15,1,2016,20564.3165
54.39,48.0,55642.32,190.12,1,Yes,6,24,3,2016,10340.6268
40.47,35.0,42993.48,221.18,1,No,20,17,6,2016,8951.1546
35.61,54.0,58677.69,254.65,0,Yes,23,16,1,2016,9068.0865
68.61,52.0,43974.49,235.35,0,Yes,8,4,4,2016,16147.3635
60.23,43.0,73538.09,157.04,1,Yes,21,3,4,2016,9458.519199999999
41.73,42.0,43241.19,199.43,0,Yes,11,6,4,2016,8322.213899999999
61.22,28.0,71222.4,217.37,0,No,16,15,2,2016,13307.3914
75.55,36.0,59240.24,140.46,0,No,19,26,2,2016,10611.753
55.6,35.0,49995.63,236.87,0,No,9,3,7,2016,13169.972
89.0,51.0,64147.86,111.94,1,Yes,6,23,3,2016,9962.66
44.46,33.0,43974.49,135.67,1,Yes,16,30,3,2016,6031.888199999999
82.07,44.0,64011.26,122.31,0,No,10,21,7,2016,10037.981699999998
79.52,50.0,57868.44,163.48,1,Yes,21,3,4,2016,12999.929599999998
53.92,39.0,61840.26,207.17,1,No,11,19,5,2016,11170.6064
70.29,32.0,74166.24,219.94,0,Yes,8,23,5,2016,15459.582600000002
56.39,29.0,69646.35,217.66,0,Yes,21,12,6,2016,12273.8474
40.04,23.0,61617.98,211.38,1,No,3,9,3,2016,8463.6552
61.22,31.0,57739.03,240.64,1,No,1,26,2,2016,14731.9808
35.61,35.0,58337.18,236.87,0,No,22,19,6,2016,8434.9407
80.3,46.0,40468.53,153.76,0,Yes,15,15,4,2016,12346.927999999998
40.04,42.0,43241.19,146.8,0,Yes,11,6,4,2016,5877.872
60.53,51.0,57868.44,221.98,1,Yes,22,14,7,2016,13436.4494
89.05,44.0,33553.9,187.76,0,No,13,15,5,2016,16720.028
56.39,40.0,73882.91,140.46,0,No,4,3,7,2016,7920.539400000001
78.7,33.0,75769.82,191.82,0,Yes,21,12,5,2016,15096.234
55.6,54.0,54286.1,230.18,0,Yes,20,31,3,2016,12798.008
76.2,50.0,43974.49,159.77,0,Yes,4,9,1,2016,12174.474000000002
80.3,49.0,43241.88,168.34,0,Yes,4,27,4,2016,13517.702
66.08,41.0,57846.68,137.24,0,Yes,11,13,5,2016,9068.8192
90.97,42.0,57868.44,206.98,1,Yes,11,6,4,2016,18828.9706
60.7,52.0,33951.63,229.12,0,Yes,23,7,1,2016,13907.584
89.05,44.0,74180.05,227.63,0,Yes,0,20,2,2016,20270.4515
54.43,39.0,38067.08,138.87,0,No,11,5,1,2016,7558.694100000001
78.84,35.0,19991.72,236.87,0,No,4,12,5,2016,18674.8308
59.51,40.0,41232.89,167.22,0,Yes,21,26,4,2016,9951.2622
82.07,48.0,65956.71,123.13,0,Yes,22,15,1,2016,10105.279099999998
45.48,35.0,73889.99,226.54,1,No,20,2,7,2016,10303.0392
37.87,40.0,60575.99,122.59,1,Yes,10,21,7,2016,4642.4833
56.39,19.0,66815.54,133.2,0,No,4,3,7,2016,7511.147999999999
44.15,23.0,25739.09,172.81,0,Yes,14,19,5,2016,7629.5615
82.07,22.0,67058.72,121.07,0,No,4,3,7,2016,9936.214899999999
75.55,24.0,52252.91,167.22,0,Yes,21,12,1,2016,12633.471
65.59,54.0,54286.1,200.71,0,Yes,9,31,5,2016,13164.568900000002
61.22,26.0,60315.19,144.69,1,No,23,14,3,2016,8857.9218
56.39,27.0,69646.35,178.35,0,No,4,3,7,2016,10057.1565
80.3,49.0,39031.89,168.34,0,Yes,18,5,4,2016,13517.702
74.07,39.0,71455.62,124.44,0,Yes,22,8,5,2016,9217.270799999998
75.71,50.0,27241.11,198.45,1,No,4,2,3,2016,15024.649499999998
51.56,53.0,60968.62,111.94,1,No,18,17,1,2016,5771.6264
55.6,39.0,53336.76,135.18,0,No,21,2,6,2016,7516.008000000001
61.22,25.0,50671.6,141.89,1,No,15,7,4,2016,8686.505799999999
59.05,34.0,40183.75,168.34,1,Yes,8,27,2,2016,9940.476999999999
85.62,26.0,61275.18,185.46,0,No,1,18,7,2016,15879.085200000001
46.61,34.0,43974.49,151.95,0,Yes,8,27,2,2016,7082.389499999999
66.08,46.0,33951.63,191.82,1,No,23,7,1,2016,12675.4656
89.05,50.0,57868.44,163.48,1,Yes,21,3,4,2016,14557.893999999998
50.19,36.0,29398.61,140.46,1,No,16,13,7,2016,7049.6874
55.6,28.0,68877.02,108.03,0,Yes,14,14,1,2016,6006.468
66.08,52.0,33951.63,117.75,1,Yes,10,12,1,2016,7780.92
40.04,23.0,25739.09,172.81,0,Yes,4,27,4,2016,6919.3124
65.65,30.0,58677.69,228.81,0,No,13,17,2,2016,15021.376500000002
55.6,35.0,25603.93,236.87,0,No,6,11,6,2016,13169.972
49.21,52.0,60843.32,214.23,0,Yes,14,17,7,2016,10542.2583
